ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194062601,apartment,3000,130,3,2,3,no,yes,cairo,new cairo - el tagamoa
Ad id 193532988,apartment,17000,185,3,3,4,no,yes,cairo,maadi
Ad id 194334556,apartment,39999,400,10,2,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194331648,apartment,13000000,170,3,3,1,no,no,giza,sheikh zayed
Ad id 194338880,apartment,2900000,137,2,2,2,no,no,cairo,mostakbal city
Ad id 194338846,apartment,264747,171,2,2,1,no,no,cairo,new cairo - el tagamoa
Ad id 194338825,apartment,930000,135,3,1,ground,,no,cairo,obour city
Ad id 194338790,apartment,270000,115,3,1,4,no,no,cairo,new cairo - el tagamoa
Ad id 194338784,apartment,145000,155,3,2,1,no,no,cairo,mostakbal city
Ad id 194332246,apartment,1600000,140,2,2,10+,yes,no,cairo,heliopolis
Ad id 194319655,apartment,330000,190,3,2,2,no,no,cairo,new capital city
Ad id 194338724,apartment,1900000,89,2,1,3,no,no,cairo,madinaty
Ad id 194321686,apartment,2000000,205,3,2,2,no,no,giza,sheikh zayed
Ad id 194319720,apartment,3300000,155,3,3,2,no,no,cairo,mostakbal city
Ad id 194319206,apartment,2500000,120,2,3,2,no,no,cairo,mostakbal city
Ad id 194338650,studio,2300000,102,1,1,3,no,no,cairo,mostakbal city
Ad id 194338553,apartment,3200000,245,4,3,3,no,no,cairo,madinaty
Ad id 194338542,apartment,132000,143,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338539,apartment,4000000,167,2,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194338533,apartment,1700000,116,3,2,5,,no,cairo,madinaty
Ad id 194338483,duplex,2415000,322,4,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194338469,duplex,1240000,330,4,4,ground,,no,giza,6th of october
Ad id 194338436,apartment,294000,140,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338363,apartment,9700000,165,3,3,ground,no,no,cairo,mostakbal city
Ad id 194338328,apartment,2722000,156,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338259,apartment,3600000,165,3,3,3,no,no,cairo,madinaty
Ad id 194338239,apartment,191000,173,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338238,apartment,2260000,107,2,1,4,no,no,cairo,madinaty
Ad id 194338210,apartment,795000,178,3,2,3,no,no,cairo,shorouk city
Ad id 194337929,apartment,1000000,90,2,1,2,no,no,alexandria,moharam bik
Ad id 194338164,apartment,287000,209,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338121,apartment,560000,80,2,1,4,no,no,giza,hadayek 6th of october
Ad id 194338120,apartment,1700000,116,3,2,5,no,no,cairo,madinaty
Ad id 194338109,apartment,4200000,230,3,3,6,,no,alexandria,saba pasha
Ad id 194338076,apartment,2900000,130,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194338043,apartment,160000,156,3,2,2,no,no,cairo,new capital city
Ad id 194337931,apartment,102000,122,2,1,ground,no,no,cairo,new capital city
Ad id 194337857,apartment,3500000,125,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 193940756,apartment,1300000,125,2,2,5,no,no,alexandria,miami
Ad id 194337767,apartment,1800000,180,5,1,3,no,no,alexandria,sporting
Ad id 194337762,apartment,3500000,165,2,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 194337754,apartment,850000,100,2,1,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194337752,apartment,2600000,145,3,3,3,no,no,cairo,new capital city
Ad id 194337288,apartment,1200000,1,2,1,10+,yes,no,alexandria,sidi beshr
Ad id 194334408,apartment,10000,200,3,3,5,no,yes,cairo,madinaty
Ad id 194334184,apartment,12000,170,3,1,7,yes,yes,cairo,nasr city
Ad id 194334099,apartment,15000,260,3,2,6,no,yes,alexandria,stanley
Ad id 194334073,apartment,18000,116,3,2,5,yes,yes,cairo,madinaty
Ad id 194334041,apartment,9000,175,3,3,6,,yes,cairo,madinaty
Ad id 194334012,apartment,28000,300,4,4,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194334008,apartment,28500,300,4,4,1,no,yes,cairo,new cairo - el tagamoa
Ad id 194333753,apartment,7000,160,3,2,9,yes,yes,cairo,maadi
Ad id 194333723,apartment,30000,245,3,3,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194333567,apartment,20000,220,3,3,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194333487,penthouse,23000,166,2,3,3,no,yes,cairo,new cairo - el tagamoa
Ad id 191054987,apartment,25000,138,2,2,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194332068,duplex,35000,380,5,5,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194314661,apartment,15000,220,3,2,2,,yes,cairo,new cairo - el tagamoa
Ad id 194291479,apartment,15000,250,4,3,4,no,yes,giza,mohandessin
Ad id 194234722,apartment,20000,155,3,2,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194227952,apartment,11000,70,2,1,3,yes,yes,cairo,madinaty
Ad id 192239101,apartment,5200,140,3,2,3,,yes,giza,faisal
Ad id 145494722,apartment,500,70,2,1,10+,yes,yes,alexandria,montazah
Ad id 194333232,apartment,7500,120,2,2,ground,no,yes,cairo,heliopolis
Ad id 194333332,apartment,2200,86,2,1,1,no,yes,cairo,shorouk city
Ad id 194333293,studio,14000,90,1,1,3,yes,yes,cairo,new cairo - el tagamoa
Ad id 194333260,apartment,25000,146,2,2,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194333225,duplex,25000,143,2,3,1,yes,yes,cairo,new cairo - el tagamoa
Ad id 194333201,apartment,15000,90,2,1,2,yes,yes,cairo,rehab city
Ad id 194333196,apartment,23000,140,2,2,2,yes,yes,cairo,new cairo - el tagamoa
Ad id 194333165,duplex,1500,143,2,3,1,yes,yes,cairo,new cairo - el tagamoa
Ad id 194333115,apartment,12000,162,3,3,3,no,yes,cairo,rehab city
Ad id 194333069,apartment,599,145,3,1,4,yes,yes,cairo,nasr city
Ad id 194317252,apartment,3800,135,3,2,4,no,yes,cairo,maadi
Ad id 194305875,apartment,3000,110,2,1,2,no,yes,cairo,maadi
Ad id 194332885,apartment,13000,147,3,2,8,no,yes,alexandria,shatby
Ad id 194332818,apartment,5000,160,2,2,6,,yes,cairo,hadayek al-kobba
Ad id 191038026,apartment,1000,200,3,2,4,yes,yes,giza,sheikh zayed
Ad id 194332571,apartment,5000,79,2,1,4,no,yes,cairo,madinaty
Ad id 194332521,apartment,5500,96,2,2,1,no,yes,cairo,madinaty
Ad id 194332464,apartment,15000,250,3,3,2,no,yes,giza,sheikh zayed
Ad id 194246934,apartment,19500,150,3,2,8,,yes,cairo,heliopolis
Ad id 194235050,apartment,6750,99,2,1,1,no,yes,cairo,rehab city
Ad id 194081243,apartment,7500,100,2,1,9,,yes,cairo,heliopolis
Ad id 194001899,apartment,4000,165,3,2,2,no,yes,cairo,shorouk city
Ad id 192491460,apartment,14500,145,3,2,2,yes,yes,giza,sheikh zayed
Ad id 194332179,apartment,3300,118,3,1,2,,yes,giza,hadayek al-ahram
Ad id 194337650,apartment,1200000,130,3,2,4,no,no,cairo,new cairo - el tagamoa
Ad id 194337628,apartment,4000000,200,3,2,2,no,no,cairo,madinaty
Ad id 194197129,apartment,2800000,198,3,3,2,no,no,giza,6th of october
Ad id 194184720,apartment,3000000,225,3,3,1,no,no,giza,6th of october
Ad id 194178911,apartment,2346000,125,2,2,2,no,no,giza,sheikh zayed
Ad id 194337553,apartment,950000,150,3,3,ground,,no,cairo,obour city
Ad id 194337543,apartment,1350000,130,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194337534,apartment,800000,170,3,2,9,no,no,giza,haram
Ad id 194268585,apartment,620020,137,3,2,4,no,no,giza,mohandessin
Ad id 194267565,apartment,530010,136,3,2,2,no,no,giza,6th of october
Ad id 194230807,duplex,293010,204,3,3,2,no,no,giza,6th of october
Ad id 194337504,apartment,1700000,92,2,2,4,no,no,cairo,new cairo - el tagamoa
Ad id 194337488,apartment,107000,144,3,2,2,no,no,cairo,new capital city
Ad id 194337462,apartment,250000,115,3,1,4,no,no,cairo,new cairo - el tagamoa
Ad id 194337448,apartment,3750000,177,3,3,ground,no,no,cairo,madinaty
Ad id 194337442,apartment,500000,150,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 192642368,apartment,500000,200,3,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 192620889,apartment,370000,170,3,2,2,,no,cairo,new cairo - el tagamoa
Ad id 190724630,apartment,300000,150,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194337416,apartment,5500000,100,2,2,ground,no,no,red sea,gouna
Ad id 194337360,apartment,225000,135,2,1,2,no,no,cairo,new capital city
Ad id 194316582,duplex,384765,265,3,3,ground,no,no,giza,mohandessin
Ad id 194287094,apartment,211750,135,2,2,2,no,no,giza,sheikh zayed
Ad id 194337269,apartment,1590000,80,2,1,2,,no,cairo,new cairo - el tagamoa
Ad id 194337197,apartment,2122050,175,3,3,3,no,no,cairo,new capital city
Ad id 190552714,apartment,1600000,191,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194337215,apartment,251000,144,3,2,2,no,no,cairo,new capital city
Ad id 194337133,studio,985000,57,1,1,1,no,no,cairo,new cairo - el tagamoa
Ad id 165370539,apartment,680000,150,3,2,1,,no,giza,6th of october
Ad id 194165467,apartment,300000,89,3,1,4,no,no,qalyubia,banha
Ad id 192811983,apartment,550000,134,3,1,1,,no,alexandria,manshiyya
Ad id 194337031,apartment,1050000,130,3,2,5,,no,cairo,obour city
Ad id 153709500,apartment,757000,150,3,2,3,,no,giza,6th of october
Ad id 194336999,apartment,1900000,135,3,1,5,no,no,alexandria,smoha
Ad id 194336975,apartment,200000,176,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194336949,apartment,925000,84,2,1,2,no,no,cairo,madinaty
Ad id 194336842,apartment,2500000,160,3,2,3,no,no,alexandria,al ibrahimiyyah
Ad id 149947357,apartment,685000,150,3,2,1,,no,giza,6th of october
Ad id 193623918,apartment,200,100,2,1,7,no,yes,cairo,zahraa al maadi
Ad id 194332010,studio,9000,80,1,1,2,yes,yes,giza,6th of october
Ad id 194331929,apartment,9500,240,3,3,3,no,yes,giza,6th of october
Ad id 194331902,apartment,9000,175,3,3,3,no,yes,cairo,madinaty
Ad id 194331790,apartment,13000,13,3,3,1,no,yes,giza,sheikh zayed
Ad id 194331679,apartment,588,110,2,1,3,yes,yes,cairo,nasr city
Ad id 172516917,apartment,12000,185,3,3,1,yes,yes,cairo,mokattam
Ad id 194330783,apartment,7500,70,2,1,2,yes,yes,giza,sheikh zayed
Ad id 194275430,room,900,250,3,2,2,yes,yes,cairo,nasr city
Ad id 194330013,apartment,5000,60,2,1,highest,yes,yes,cairo,new cairo - el tagamoa
Ad id 194280492,apartment,4000,120,3,1,4,,yes,cairo,nasr city
Ad id 192166214,apartment,10000,140,3,1,10+,yes,yes,alexandria,smoha
Ad id 194330446,apartment,8500,200,3,3,1,no,yes,cairo,new cairo - el tagamoa
Ad id 192556991,apartment,5500,110,3,1,3,yes,yes,cairo,badr city
Ad id 191125403,room,1270,100,1,1,3,yes,yes,cairo,new cairo - el tagamoa
Ad id 194330251,apartment,2000,70,2,1,ground,no,yes,cairo,obour city
Ad id 194330049,apartment,6200,116,3,2,1,no,yes,cairo,madinaty
Ad id 193908231,apartment,25000,270,3,3,9,yes,yes,giza,mohandessin
Ad id 194330014,apartment,20000,350,4,4,6,no,yes,cairo,sheraton
Ad id 194297053,apartment,18000,190,3,2,10,yes,yes,giza,mohandessin
Ad id 194297030,apartment,14000,215,3,3,2,no,yes,cairo,maadi
Ad id 194329844,studio,16000,100,1,1,3,yes,yes,giza,6th of october
Ad id 194329822,apartment,26000,196,2,3,2,no,yes,giza,6th of october
Ad id 194329767,apartment,5000,92,2,1,2,,yes,cairo,madinaty
Ad id 193104657,apartment,11000,200,3,3,6,no,yes,cairo,zahraa al maadi
Ad id 194329618,apartment,230000,220,5,2,7,,yes,giza,mohandessin
Ad id 193150360,duplex,750,200,3,3,8,yes,yes,cairo,sheraton
Ad id 194329479,apartment,5500,120,3,1,3,yes,yes,cairo,nasr city
Ad id 185532942,apartment,750,170,3,2,7,yes,yes,cairo,nasr city
Ad id 194329014,apartment,30000,270,3,3,6,,yes,cairo,nasr city
Ad id 194328994,apartment,15000,160,3,2,1,no,yes,giza,sheikh zayed
Ad id 194328981,studio,8500,30,1,1,highest,no,yes,giza,sheikh zayed
Ad id 194328937,apartment,22000,280,3,2,6,,yes,cairo,nasr city
Ad id 183253890,apartment,1000,280,3,3,3,,yes,cairo,nasr city
Ad id 183253455,apartment,1000,250,3,3,7,yes,yes,cairo,nasr city
Ad id 194328805,apartment,8000,135,2,2,4,yes,yes,giza,6th of october
Ad id 194328782,apartment,35000,250,3,3,10,,yes,cairo,nasr city
Ad id 194328653,apartment,9500,180,3,3,4,no,yes,cairo,rehab city
Ad id 194328646,apartment,28000,160,3,3,2,yes,yes,giza,sheikh zayed
Ad id 194328601,studio,12000,60,1,1,ground,yes,yes,cairo,rehab city
Ad id 194328596,apartment,33000,198,3,3,2,yes,yes,giza,sheikh zayed
Ad id 194317815,apartment,1600,80,1,1,ground,no,yes,giza,haram
Ad id 194328282,apartment,27000,146,2,2,2,yes,yes,cairo,new cairo - el tagamoa
Ad id 194328281,apartment,22500,210,3,3,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194336823,apartment,97000,116,2,1,2,no,no,cairo,new cairo - el tagamoa
Ad id 194198291,apartment,900000,125,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194336734,apartment,1800000,92,2,1,4,,no,cairo,madinaty
Ad id 194336719,apartment,424000,220,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194336681,apartment,2300000,220,3,2,ground,no,no,giza,sheikh zayed
Ad id 192609434,apartment,300000,150,3,2,3,,no,cairo,rehab city
Ad id 194336647,apartment,321000,155,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194336642,apartment,4500000,250,4,3,2,yes,no,cairo,new cairo - el tagamoa
Ad id 194336030,apartment,350000,63,1,1,1,no,no,cairo,obour city
Ad id 194324120,apartment,870000,150,3,2,5,,no,cairo,mokattam
Ad id 194323665,apartment,730000,125,2,1,6,,no,cairo,mokattam
Ad id 194323458,apartment,1650000,200,3,1,4,,no,cairo,mokattam
Ad id 194316862,apartment,1900000,90,2,1,2,no,no,giza,6th of october
Ad id 194316080,apartment,480000,120,3,2,10+,no,no,cairo,ain shams
Ad id 194308383,apartment,850000,140,3,2,3,yes,no,giza,haram
Ad id 194300344,apartment,3000000,199,3,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194299867,apartment,2200000,165,3,3,3,,no,cairo,new cairo - el tagamoa
Ad id 194283989,apartment,2225000,158,3,2,6,no,no,cairo,new capital city
Ad id 194283778,apartment,2000000,207,3,2,4,no,no,cairo,new cairo - el tagamoa
Ad id 194283507,apartment,850000,105,2,1,ground,,no,cairo,shorouk city
Ad id 194283329,apartment,390000,150,3,2,3,no,no,cairo,new cairo - el tagamoa
Ad id 194275947,apartment,560000,125,3,1,10,no,no,qalyubia,shubra al-khaimah
Ad id 194266314,apartment,1425000,190,3,3,2,no,no,giza,6th of october
Ad id 194266087,apartment,1417950,207,3,3,3,no,no,giza,6th of october
Ad id 194265731,apartment,1524400,206,3,3,1,no,no,giza,6th of october
Ad id 194265338,apartment,1312500,175,3,3,4,no,no,giza,6th of october
Ad id 194248317,apartment,1700000,275,3,3,ground,,no,cairo,new cairo - el tagamoa
Ad id 194247781,apartment,1880000,133,3,2,2,no,no,giza,hadayek 6th of october
Ad id 194229891,duplex,3159619,310,4,4,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194201075,apartment,810000,130,3,1,6,,no,cairo,mokattam
Ad id 194163719,apartment,2850000,210,4,3,2,no,no,cairo,new cairo - el tagamoa
Ad id 194147561,apartment,1341000,110,2,2,2,no,no,cairo,new capital city
Ad id 194129679,apartment,1035000,180,3,3,3,no,no,giza,6th of october
Ad id 194060475,apartment,2000000,135,2,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 193875759,apartment,3870000,157,2,3,2,no,no,giza,6th of october
Ad id 193817434,apartment,3000000,188,3,3,2,no,no,giza,sheikh zayed
Ad id 193725457,apartment,600000,163,4,2,6,no,no,cairo,obour city
Ad id 193613247,apartment,1130000,200,3,2,2,,no,cairo,mokattam
Ad id 192279325,apartment,2600000,125,4,2,1,no,no,giza,sheikh zayed
Ad id 194328131,studio,10000,50,1,1,ground,yes,yes,cairo,madinaty
Ad id 194327993,apartment,24500,240,4,4,4,no,yes,cairo,new cairo - el tagamoa
Ad id 194327432,apartment,24000,240,4,4,2,no,yes,cairo,new cairo - el tagamoa
Ad id 194327968,apartment,21000,300,5,3,1,no,yes,cairo,rehab city
Ad id 194327945,apartment,7000,110,2,1,9,no,yes,cairo,nasr city
Ad id 194327878,apartment,9000,119,3,3,ground,no,yes,cairo,rehab city
Ad id 194327873,apartment,1800,80,2,1,2,yes,yes,alexandria,nakheel
Ad id 194327763,apartment,10000,150,2,2,2,yes,yes,cairo,new cairo - el tagamoa
Ad id 194327717,apartment,7000,150,2,2,ground,no,yes,cairo,new cairo - el tagamoa
Ad id 194327663,apartment,6000,116,3,2,5,no,yes,cairo,madinaty
Ad id 194327676,apartment,8500,122,3,2,ground,no,yes,cairo,rehab city
Ad id 194327660,apartment,200,120,3,1,7,yes,yes,alexandria,mandara
Ad id 194326976,apartment,5500,135,3,2,ground,no,yes,cairo,madinaty
Ad id 194326935,apartment,4000,218,3,1,3,no,yes,giza,haram
Ad id 194294954,apartment,4000,140,3,3,3,no,yes,giza,6th of october
Ad id 194216694,apartment,9800,109,2,1,3,yes,yes,cairo,rehab city
Ad id 194109314,apartment,9500,170,3,2,2,no,yes,cairo,sheraton
Ad id 193684683,apartment,19000,216,3,3,2,,yes,cairo,new cairo - el tagamoa
Ad id 194327647,apartment,3000,90,2,1,10+,yes,yes,alexandria,sidi beshr
Ad id 194327641,apartment,70000,220,3,3,4,yes,yes,cairo,maadi
Ad id 194327629,apartment,5500,116,3,2,ground,no,yes,cairo,madinaty
Ad id 194327578,apartment,8500,103,3,2,4,yes,yes,cairo,madinaty
Ad id 194327557,apartment,10000,119,3,3,2,yes,yes,cairo,rehab city
Ad id 194327518,apartment,8500,103,3,2,4,yes,yes,cairo,madinaty
Ad id 194327493,apartment,17000,175,2,1,ground,no,yes,cairo,maadi
Ad id 194327367,apartment,9000,143,3,1,6,yes,yes,cairo,madinaty
Ad id 194327300,apartment,3000,145,3,2,4,no,yes,damietta,new damietta
Ad id 194327122,apartment,6000,131,3,2,1,no,yes,cairo,madinaty
Ad id 194327104,apartment,5000,125,3,1,6,yes,yes,alexandria,mandara
Ad id 194327057,apartment,2500,115,2,2,ground,no,yes,sharqia,10th of ramadan
Ad id 194327031,studio,12000,85,1,2,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194169743,apartment,18000,200,3,3,2,,yes,cairo,new cairo - el tagamoa
Ad id 194326980,apartment,1400,100,2,1,6,,yes,cairo,hadayek helwan
Ad id 194326940,apartment,2800,125,3,2,6,,yes,cairo,hadayek helwan
Ad id 194310376,apartment,28000,146,2,2,ground,yes,yes,cairo,new cairo - el tagamoa
Ad id 194293466,apartment,8000,165,3,3,2,no,yes,cairo,madinaty
Ad id 194094873,apartment,3500,155,2,2,3,no,yes,cairo,obour city
Ad id 193641695,apartment,10500,160,3,2,8,yes,yes,giza,faisal
Ad id 188104738,apartment,12000,180,3,2,10+,yes,yes,giza,faisal
Ad id 194326914,apartment,2500,120,2,1,7,,yes,cairo,hadayek helwan
Ad id 194326821,apartment,10000,210,4,3,1,no,yes,giza,mohandessin
Ad id 194326842,apartment,25000,110,3,1,5,,yes,damietta,new damietta
Ad id 194326800,apartment,5000,150,3,1,1,no,yes,cairo,helmeyat el zaytoun
Ad id 194326610,apartment,12000,250,3,3,8,no,yes,cairo,nasr city
Ad id 194319668,studio,12000,80,1,1,ground,,yes,cairo,new cairo - el tagamoa
Ad id 191843067,apartment,1350000,133,3,2,4,no,no,cairo,zahraa al maadi
Ad id 187583828,apartment,1870000,90,2,1,1,,no,giza,sheikh zayed
Ad id 147082401,apartment,940000,152,3,2,1,,no,giza,6th of october
Ad id 194336604,apartment,278000,128,2,1,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194336542,apartment,3800000,172,3,2,2,no,no,cairo,new cairo - el tagamoa
Ad id 194336534,apartment,1850000,96,2,2,4,no,no,cairo,madinaty
Ad id 194336509,penthouse,547000,224,4,3,3,no,no,cairo,new cairo - el tagamoa
Ad id 191336123,apartment,350000,100,3,1,4,,no,giza,faisal
Ad id 194336473,apartment,795000,145,3,2,2,,no,giza,6th of october
Ad id 194336470,apartment,2250000,110,3,2,3,no,no,cairo,madinaty
Ad id 194336458,studio,144000,82,1,1,3,no,no,cairo,new cairo - el tagamoa
Ad id 194336438,apartment,1675000,138,2,3,2,,no,giza,sheikh zayed
Ad id 158726064,apartment,755000,150,3,2,3,,no,giza,6th of october
Ad id 194336434,apartment,1500000,199,3,2,4,,no,cairo,obour city
Ad id 194336237,apartment,740000,135,3,2,2,,no,giza,6th of october
Ad id 160281007,apartment,680000,150,3,2,1,,no,giza,6th of october
Ad id 157941472,apartment,750000,150,3,2,1,,no,giza,6th of october
Ad id 194336144,apartment,420000,165,3,2,ground,,no,cairo,new cairo - el tagamoa
Ad id 194336035,apartment,4900000,140,2,2,2,,no,cairo,new cairo - el tagamoa
Ad id 194335959,apartment,1825000,65,2,1,ground,no,no,cairo,madinaty
Ad id 164707440,apartment,1538000,205,3,3,3,,no,giza,6th of october
Ad id 142851355,apartment,1537800,205,3,3,1,,no,v,(
Ad id 194335912,apartment,2100000,185,3,2,5,yes,no,cairo,new cairo - el tagamoa
Ad id 194335811,duplex,7075407,209,3,3,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194335804,apartment,1900000,96,2,2,3,no,no,cairo,madinaty
Ad id 194335618,apartment,590000,96,3,1,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194335713,apartment,1300000,110,2,1,2,no,no,giza,6th of october
Ad id 193978280,duplex,4000000,400,5,5,ground,no,no,giza,sheikh zayed
Ad id 147508223,apartment,1537500,205,3,3,3,,no,giza,6th of october
Ad id 194335615,apartment,954500,180,3,2,2,,no,giza,6th of october
Ad id 194335486,apartment,850000,120,2,1,2,no,no,cairo,new nozha
Ad id 194335414,apartment,1673000,198,3,3,2,,no,giza,6th of october
Ad id 194212200,apartment,1496000,170,3,2,ground,no,no,cairo,new cairo - el tagamoa
Ad id 194335368,apartment,5000000,305,4,3,3,,no,cairo,rehab city
Ad id 194333923,duplex,3600000,383,4,3,1,no,no,cairo,new cairo - el tagamoa
Ad id 194335294,apartment,835000,135,3,1,1,,no,giza,hadayek al-ahram
Ad id 194335188,apartment,500000,163,3,2,2,no,no,giza,sheikh zayed
Ad id 194335167,apartment,775000,130,3,1,1,,no,giza,hadayek al-ahram
Ad id 194335066,apartment,1700000,82,2,1,3,no,no,cairo,madinaty
Ad id 194334922,apartment,1000000,165,3,2,1,,no,giza,hadayek al-ahram
Ad id 194196176,apartment,1530000,135,2,1,1,no,no,cairo,new cairo - el tagamoa
Ad id 194333871,apartment,1650000,180,3,2,ground,no,no,cairo,new cairo - el tagamoa
